mass_Rt,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,QC01,QC02,QC03,QC04,QC05,QC06
619.0908_0.47,,64161.24692,28564.40839,38145.14313,33659.71718,77081.87263,81072.07172,52936.33853,90798.29522,110696.7846,97246.74342,70156.80762,69137.67189,49116.47316,73939.64187,54760.08088,61043.8587,35509.65739,80752.49996,46927.25095,76453.14674,60720.50427,56459.18976,67649.74458,42681.59053,42478.10301,63610.75722,,88609.75146,58949.34055,64494.3065,65060.59908,60979.69671,64874.58751,70785.70429,68205.21682
193.0404_0.47,57020.78196,30744.43203,27250.19983,,31751.61727,60314.68495,79638.46581,48793.67105,50575.2318,81543.17768,92497.18324,82855.62694,61536.25071,78183.36301,64738.03418,47684.17314,,41638.12293,16930.76443,75907.55903,54468.64604,43960.71578,36717.59873,43676.57241,43350.73789,66813.81348,94031.3018,77875.10784,83260.7767,67594.60341,58699.08477,57043.41537,61525.56436,59444.00351,56929.82621,59354.48888
542.0573_1.01,17055.20141,37044.3011,26039.63819,24578.78246,33429.32669,54328.9352,50433.69086,41176.48273,84716.75569,76184.56903,55113.43764,19285.52212,9152.640369,12390.67026,25345.62022,14956.09352,11941.69935,8698.835214,,30260.76903,15480.2795,11024.23123,,9011.513085,,8649.118943,16580.93178,13764.4445,35007.31191,12865.42605,18509.83418,18246.04317,24753.18035,30398.61607,30000.68359,29313.21684
408.1785_2.07,12205.04251,32515.21092,12992.72744,17384.41309,19260.29639,43690.68865,61953.73993,52773.08406,68774.17029,79672.86132,22223.4404,33646.00851,17356.56104,7815.44637,36349.4692,22677.39947,17496.69074,24181.0227,,41964.62082,44459.87607,41802.84023,11038.80895,25005.65237,19392.87541,20772.27096,51434.09115,43098.96742,58472.98733,41032.87846,33634.46845,30990.0934,30467.20403,31560.86822,33030.07151,29810.52368
780.0348_0.68,43477.92932,53994.04234,35187.11183,44370.69021,27297.43022,62912.95321,76265.79858,86907.09289,70852.20287,70411.97438,65803.04948,47362.20684,77291.06451,53810.64299,74058.53723,63646.5947,64306.8952,46596.80554,49151.61639,61791.24112,88750.06353,88258.7011,69322.69641,82590.0049,74555.80993,62811.41869,82406.32683,79503.4139,93808.0223,68988.86356,52568.79565,53813.18805,62054.72508,57765.51928,63405.73303,65612.51424
233.0908_1.12,33530.15818,65087.47381,46994.86228,59342.36708,43913.39974,89548.7411,74321.9184,53729.86934,90900.03314,68424.96883,,14813.72543,,,20839.21089,54901.21195,44645.15258,65204.73785,52964.05108,65921.17775,48947.13118,69327.23834,61324.91219,61699.29643,52786.31054,25421.43521,18123.58234,,31575.39942,24760.72365,47936.7084,47307.43524,47103.67228,45628.43982,47925.13752,48836.79144
318.1571_2.68,31896.30843,58478.08284,37562.55956,36919.01797,37993.60667,,21613.52137,,,,14288.26297,16395.38295,17012.96194,,18352.36986,41021.47326,43375.06784,40664.97589,,,49157.62433,49630.39509,16863.62068,23618.60308,20245.0856,44116.30193,52812.30046,61260.34828,83503.14185,37952.96537,37852.75394,35422.17993,34441.3677,35967.89916,34694.47918,36548.98552
468.131_3.55,19170.67826,52530.28587,10876.73138,19104.08428,35125.58437,47499.25527,90265.94763,57744.05079,40275.99554,46093.90574,63949.28676,17429.37881,31865.03055,14588.59537,40011.36299,50364.14838,40866.93751,48114.26977,4138.144983,28116.55897,39359.55206,24234.13664,59449.36925,48333.79681,55316.0973,27424.2136,67509.52823,37690.17045,73418.97627,47439.66532,36990.98783,34743.00832,36541.27962,43149.79483,44400.07851,50890.89657
317.1586_2.01,34191.04163,,46856.72655,45953.89828,48235.98111,,82033.85236,66618.92491,99536.83551,90460.44289,69153.40745,50728.91723,50556.88064,32381.89213,56731.24103,51629.71784,53597.87768,40139.27893,53320.10246,62161.76056,69056.04022,69346.92173,43713.80936,56449.34329,42832.05184,27219.58474,29156.57337,34015.40382,53728.12468,57958.32746,54355.27568,66036.55901,64245.54387,52377.50706,61282.8762,55226.05894
426.0876_0.45,41136.36599,20736.67753,37991.67211,33171.4014,26137.91717,38689.4449,21899.95725,25852.0294,51109.40224,26631.97503,34279.09329,56171.10478,49376.99277,44619.3452,50656.05462,27734.31899,16485.70539,35363.44794,69860.1002,41741.01268,44014.78723,63133.13705,36090.18713,41310.01822,32411.23849,73955.23711,67607.05849,84476.12357,52275.20775,46519.3509,42123.19945,43867.4651,41927.96387,43918.32369,44015.35858,47724.85588
825.3844_2.59,27856.47632,44445.31722,40460.75839,41739.88048,36538.07037,69670.83673,67255.96349,36552.57309,66614.62381,75632.66884,93282.16687,61727.16681,60272.94265,45720.68386,53745.00156,27210.06153,30765.28582,22513.59729,21483.54636,30733.93952,48534.67844,36949.4574,46548.19452,50128.03718,51025.4655,40433.004,56116.536,55227.90139,105423.8169,52733.97691,54169.43343,53720.95298,47089.10057,48820.38411,44488.30961,48650.4788
301.1892_2.62,30790.6721,81830.93585,45826.79368,45974.3579,55459.53502,55801.89789,53840.22267,35052.52619,63310.45242,46252.35387,169017.6542,108484.7821,108940.6749,55807.32412,134871.2652,58371.68175,43086.20469,44486.68055,47553.13998,56885.99176,48320.38534,49661.18983,210114.0129,48923.83447,39121.89613,65825.81846,55447.02631,50100.7976,75844.41739,232202.1819,47092.36244,51939.14231,44899.26566,39060.41448,47405.89625,41645.7374
1278.2192_1.09,45881.83316,61328.58922,49145.05061,54127.684,55174.95741,66814.69779,70663.25859,68411.41333,65994.0644,67860.22878,73159.31588,67606.03948,71127.65859,64619.19842,70551.42114,62149.4986,55777.30901,62042.93212,31940.79535,62803.15148,64430.80507,67124.72721,64593.99365,63991.66788,66321.12315,62014.27349,68744.508,69262.1971,73027.67231,67724.29122,61180.52046,62375.68144,65666.67723,65239.27076,64994.12108,67528.42392
475.9319_0.51,56996.24178,54753.44987,54415.18194,57796.37161,42348.24148,55601.25381,62588.14168,65013.23824,58659.38827,48259.3771,60399.39612,58266.71836,66848.76106,63306.15179,68649.55122,71700.05963,82151.97493,69601.61436,86951.33655,68110.36075,59597.7238,65469.92525,70934.33448,72558.09965,69655.44085,48826.28094,57921.2,63836.05612,64325.84102,60304.05868,52198.13603,49023.53049,62423.99295,67084.41478,64573.65067,68425.54656
483.1297_3.91,,,,,,13278.23953,,,22948.13429,31393.4405,77470.83085,23605.37289,26763.97067,20707.75002,33069.42703,,,,,,,,,16533.99946,,,,,18298.68413,,13658.61419,13788.6794,12307.13299,11258.088,10681.08132,11844.99433
345.1168_0.7,52287.66867,46340.31893,43758.75667,31304.13404,10587.02758,49425.12291,62775.01977,56465.45471,72897.18617,64725.703,22948.19228,,17332.01372,16400.51691,25995.72292,73923.65509,25901.19059,48029.04905,111128.9203,80932.97453,42604.57062,43427.27447,36705.51783,52751.18458,32946.77322,16933.70012,17729.46418,24324.22358,33346.25496,,38121.02219,36632.02602,33250.09324,34836.65011,39118.14934,36682.93646
345.1899_2.79,47494.56799,63913.61178,35727.18896,34825.03562,35988.32081,30919.01146,47111.88229,16529.29758,31682.65492,38776.5491,56916.22235,23632.08812,28794.74148,29290.87222,44581.39556,51492.55725,36072.83695,22505.24745,,41707.28763,66694.91484,83130.017,37326.78323,46075.43952,26570.70895,,21842.81241,24865.79014,61543.41073,23881.24917,31939.31008,31904.50312,32845.16982,32781.99017,38405.93009,33001.0939
204.9805_0.58,41019.71758,58318.54618,37659.78929,45636.22451,41090.22807,49757.49347,37949.07041,45746.99219,47640.37504,42084.74095,15122.87542,,24206.43222,,31108.60913,39403.60534,44213.54036,,58321.85199,63229.13794,50923.25494,,25842.40961,27286.46827,23618.45862,78583.04877,56106.16544,44849.42549,26649.37105,38247.77454,59493.47321,58745.88887,64397.60256,51329.84284,44129.83423,37349.63922
464.1418_0.65,53344.70253,40731.38312,58505.42904,56058.56445,,33669.73989,51879.16576,71220.87466,43337.70316,43707.9813,25531.48641,21724.01659,65972.07868,52465.53395,50087.15471,63835.75656,73026.93815,67717.87638,49519.13299,25623.823,56108.30359,64574.59924,75241.54766,76811.45253,73204.53927,69617.71291,87514.11543,62512.02184,53303.47264,57058.98721,51359.81006,53660.69512,59410.85783,53718.4645,54781.61509,49133.95871
246.121_2.02,67121.56688,88971.58228,80427.42311,94341.67069,80957.70813,116263.0696,132379.4853,112427.4609,140973.4569,135982.2338,94821.58327,73466.54215,73812.53051,,84338.48657,107965.0361,84340.01601,100380.1491,61321.18606,113221.2591,101674.4249,107546.4471,91600.42745,105545.621,,58344.52101,72863.12648,67659.3993,103900.9182,67877.73338,88626.77042,90522.36751,98786.56436,102744.3273,104831.8821,98747.83082
541.2631_2.37,35362.90022,71272.33833,47114.07183,54048.96098,48892.18146,43920.62636,51810.98499,59552.70277,69322.62683,70092.59958,17600.95498,14841.90368,,10999.6582,16176.64959,58045.71197,45757.01054,54345.03677,44657.94705,58121.62122,49547.72124,45860.47789,28534.41343,37968.64652,32998.61274,13249.77238,13674.68794,14293.73949,21090.98451,13875.61856,35705.98762,39306.52896,38598.25216,38955.29807,43844.44409,39880.10476
145.11_1.98,27830.08961,47523.23348,24253.53936,36632.41162,53138.16922,41914.71094,29206.49854,25809.83324,26417.30853,51670.23742,116472.7157,,19238.54113,23784.47554,36221.48094,18632.5474,10498.03284,25217.24286,46680.02581,27987.36165,67949.8222,52993.7797,15775.27303,18717.52302,36453.02626,70407.82972,86542.36106,61878.43354,85482.81539,74430.362,32748.52899,38442.28822,36737.00227,39766.45506,36254.68246,34883.69015
542.1692_1.69,9134.440346,30892.95436,,,,35133.06559,45114.20096,9324.58201,28490.95212,72650.61815,,,14329.36572,15006.28418,22107.27515,13583.63749,,7570.85898,,38636.87868,27792.13006,18270.07962,,,,,,,,14641.26013,16435.60828,16338.71135,14585.05815,20979.72603,18269.78758,22019.97902
1803.9789_4.24,,14259.53436,,11578.19225,,43291.8657,49192.00898,30808.2104,,41589.71957,91070.88908,43444.95617,40307.15604,24134.15842,50425.18063,,13742.41852,11163.21607,,,25826.94458,43036.96066,26954.39664,37034.45432,26609.87451,24980.55194,35091.02682,38851.65902,54223.83518,33994.4323,26698.05752,27086.15896,28305.72569,31989.16976,24933.38359,31119.79633
541.061_0.48,38023.98919,13887.59494,28381.56631,37287.31947,25673.51257,,17640.84561,34823.6789,23935.63337,13826.36763,25447.25798,30943.31702,52869.50643,55221.50121,40937.27523,60280.78384,41400.90751,59297.96054,55158.39236,,41491.40158,63519.64281,63190.86059,48945.48121,64062.16585,76014.69715,76140.73118,61957.66269,47112.22399,75744.43255,43920.31551,43928.17821,35988.52093,52147.33296,40130.80474,55256.60345
204.0345_1.8,2713.590936,3663.784776,4587.547378,4745.018926,4474.545784,59762.14934,12783.20554,18535.71866,25201.53278,10964.66417,81261.88484,71689.96564,192168.6499,137705.1399,128722.8123,4274.875616,2191.945455,4409.322509,8759.00392,5999.592343,6447.686177,4775.05018,22753.28616,15593.59336,23207.70135,54216.0644,144844.9099,70042.66051,225917.5087,65832.88586,110324.0221,102345.122,116532.8141,116020.1908,114948.4618,121425.6475
597.027_0.47,36359.48098,,,43365.45857,,35161.25372,45568.85641,54485.31207,47815.10807,,48073.00663,55639.47006,64639.24538,,60299.13092,59466.66137,55501.43286,61759.35231,52824.20284,,65642.2374,61817.2104,58735.62126,69579.88823,69487.24503,94803.51486,88816.29717,84258.20647,78617.53865,71945.67981,62926.98917,65071.11729,48122.55216,47974.23711,45003.14018,50824.43138
,53813.03347,248115.1255,38148.65527,48383.20011,38596.56322,500730.8312,392164.6971,44591.07718,405801.0957,845196.2641,679486.6288,716242.6634,424278.494,615989.5751,475020.5426,34963.03803,35537.66628,64226.22571,28662.23688,68148.60432,330457.8603,514198.9137,57504.4765,53537.98643,71336.52414,34836.7196,24322.12461,76337.37728,56461.13944,78102.56162,270085.6831,276154.0047,280322.0282,285883.0881,301017.4556,289592.0701
629.0637_0.43,58041.79383,75861.68191,,56001.21039,53116.56557,78672.10072,82191.30924,71619.99631,79659.91908,79171.9005,81691.08455,65201.03964,71382.04683,54590.95859,76247.23637,82103.10266,65719.41776,69002.3445,86925.03362,78948.40977,102965.0012,73171.84546,69594.69184,70839.26889,64442.38931,63307.10228,73427.98679,65727.49662,87246.31396,129502.8547,76895.96742,72401.36743,72438.65643,76280.11465,78673.23094,76928.32699
393.8673_0.34,50474.80046,36021.26556,26972.12852,41368.86142,28306.19809,44557.47255,45251.37314,55608.66626,45761.50308,48859.06179,62273.65545,52558.82303,52675.89449,44228.38195,60064.77463,48014.66762,39459.79055,49212.83185,64102.06735,49224.37409,76097.9512,49377.25993,51175.27125,50730.82973,44844.13278,46752.85203,58166.58436,47640.05618,61703.58838,76513.89361,51303.62968,54195.34775,49825.95885,51627.52181,51772.09671,57150.92843
275.0834_1.67,,,30875.61214,37231.29435,41171.03721,64796.17449,60894.62763,58064.93696,67627.61442,78017.5607,38904.38647,49125.3063,25899.05977,27499.343,38811.92539,28119.49209,26313.17298,,,40640.38593,,,21288.16597,,28012.18497,43389.15727,,67865.07812,,48648.3277,49414.30002,45450.04577,47174.3334,43850.17799,41869.64364,41586.85723
353.0706_1.8,35515.19573,28556.42085,25920.77639,,24322.58673,26622.96381,49297.76504,36714.59753,77497.57,73694.78794,,31295.34023,28587.34701,27728.76796,37569.11544,42816.61773,24220.11423,,164384.418,67483.97435,47332.73311,42443.48853,27414.64828,36104.44925,,46415.28578,41003.81962,53838.05731,51794.35214,36775.78599,42196.28304,42342.00497,39142.6022,45829.7815,46539.84289,46945.75112
609.0039_0.72,36966.1744,61039.18157,38923.74609,41250.12085,27044.51813,38043.95619,45302.09433,42406.86734,42615.09785,47175.20243,56135.61792,30671.81974,60142.37387,,55601.94178,64712.40348,60872.40015,45724.10316,40538.47356,50702.4365,62511.19775,76527.45116,48653.21726,58994.76486,57970.28926,38888.11287,67203.90573,49639.8093,78283.14325,47955.04199,39337.02676,41211.54909,54370.81902,58632.01593,64836.63421,53526.61397
231.0188_1.04,76597.82497,60364.35304,52791.90813,77874.42601,43549.0468,77882.57015,110273.8872,91806.71358,65422.88793,104404.1708,47961.7732,44218.16612,35261.19859,60897.58678,51186.14204,95532.9034,58995.79811,94689.58149,88142.72399,115001.678,107738.2108,89478.86842,67629.61289,60603.33648,62527.68565,59182.96935,80162.2448,92024.42055,85720.1146,83198.20869,64633.86872,70488.53986,59344.60476,85591.48066,89059.95196,89292.65135
945.3518_0.53,34067.90886,57053.65159,48599.57136,35794.08411,36981.33419,48637.57857,32489.10415,41484.37021,44859.35663,50633.01177,15757.92544,9831.351593,9956.061406,8757.560416,16208.08107,30841.27909,17299.38917,13777.82136,20706.73913,80680.64505,13682.8241,14957.26647,8631.900907,7961.921125,7884.725521,,15211.62595,8921.555078,16875.21306,7478.513689,26440.03331,25568.89698,21969.14422,21112.43467,23090.85865,25348.82634
301.128_0.45,59826.47909,84484.87588,74299.94943,76714.67629,66094.69312,68687.70377,63931.27969,68727.31065,77086.5083,76531.36104,56511.39216,50546.83355,49267.94057,42204.94322,,78517.10968,71521.71506,78285.84108,66049.67527,76380.31378,74031.48923,87299.45986,73795.1735,71583.45369,63107.052,49443.04977,46757.63374,51321.71927,52482.1805,31737.3334,63645.12574,62920.10874,64076.2718,70924.8141,66632.08258,62130.65522
686.0259_0.51,20119.63691,59644.72376,19273.93684,27506.34227,,57234.90038,70719.58316,54848.94888,62248.53947,41440.95915,43234.57933,36004.01928,34959.10922,22190.92408,41605.63825,50970.87229,57393.57744,41994.46579,56537.06703,51642.11956,39900.00329,51964.14711,40244.73905,52538.00307,47121.76611,29791.32335,,,61258.44987,24001.33932,47862.03739,45718.11184,41113.84852,38034.7215,38200.52633,42762.86726
479.1204_1.44,17435.92906,96782.86505,16900.81978,39990.84241,32719.60746,75338.17139,91823.47768,58023.37399,93904.71286,107044.9841,90145.91325,63691.91726,74201.29,34872.11623,60549.89247,46723.19436,61832.82552,21562.80881,,32786.497,50428.49937,57878.65258,36651.90715,48301.7419,35276.59207,,,,67262.35109,48866.30329,52932.87421,53781.82989,54085.19094,56767.91327,54987.72785,57608.99397
493.8028_0.34,59959.57191,59724.32494,49525.33321,64800.21108,36501.37423,53335.75416,69117.29015,66944.69275,56692.06405,58972.44094,60175.02454,63155.03811,69010.3314,70311.86901,63048.65329,73130.34038,63596.83258,70583.62255,56880.33157,62467.34758,45735.67349,57219.94723,67152.45199,66229.34447,56616.46011,41029.73078,44438.22674,48179.07185,49552.07773,14371.85994,57636.5272,58424.33652,57217.83759,58935.21511,61488.08753,65403.34913
274.1525_0.68,,70404.87679,46734.78823,44228.0866,,52003.80562,57012.77658,62272.99866,68810.71781,59775.60359,35435.15019,,34535.77611,27327.16973,33357.05346,26933.50902,22731.6044,31422.95396,27973.33777,28896.40951,24570.30188,25487.41195,27989.35506,32103.2688,27578.58327,48851.06621,25949.52909,36394.14432,42564.09501,36391.88174,40559.3043,41255.60632,38203.44961,35675.97445,38081.30002,38493.35429
461.8538_0.34,33837.18093,,,,,,31612.67479,36197.21733,33393.38597,34181.82849,45423.13744,37151.45012,35251.7778,30936.24674,46129.08206,38054.90686,26807.25806,31223.93637,51630.81058,36403.66597,59554.80461,,35597.51433,39078.22364,33549.14792,,47172.08305,32236.62939,44193.01763,72827.95114,38851.51019,38283.04901,38547.04275,39193.49468,39263.53252,43524.28617
367.1851_1.37,21728.05793,18860.52757,41094.4974,36223.6889,69666.59594,50522.80953,40813.2933,29404.71374,47108.16526,45494.35633,56745.6054,21493.77556,21699.81399,19776.55085,31939.90521,20755.29649,10057.86713,30950.93884,40312.41322,26105.35405,28311.30085,18886.18518,19949.25724,15802.2813,27339.88345,15087.68257,14474.41313,54900.84932,65141.92081,23140.75779,14321.30322,16055.27809,21734.78562,25334.39671,28746.58846,28479.10567
342.0796_2.49,,,,,,29954.3073,17336.38246,,55821.44439,,71410.59992,38626.10347,,15192.21939,31609.44472,,,,,,,,,21362.91921,21823.93829,68286.41348,40583.17813,57550.01992,51329.32032,,30502.6065,27845.90276,24890.43621,17837.25642,15555.76297,23118.9856
230.1629_2.21,21682.97105,,59098.77187,41686.96918,28185.33596,,68782.75875,62086.41929,52593.43929,58899.01845,,57509.11421,51719.43321,,43196.64235,25175.58419,20196.49628,22860.20395,30483.60703,33672.85439,36760.16879,45555.08315,27232.83926,29813.63783,33236.75694,,39070.10275,,,34751.63478,38166.69208,39744.53051,35330.48032,36275.78628,40321.49096,40743.91166
310.1162_1.17,15823.0701,31792.12526,,,,42269.8156,68647.2141,,38490.11436,54384.94998,40973.04087,,29566.56926,16341.8571,39050.11394,33114.5748,26692.37132,,32306.93329,40765.68945,37754.1412,36514.35103,,30119.4533,26081.10861,19009.22608,29058.49723,26608.95934,44406.63582,26928.77353,31443.48569,31831.48613,34984.32154,35599.04961,34893.76949,35387.66551
545.3228_4.04,14858.61207,23934.28442,16155.20957,13723.17612,18679.07006,44443.29157,47945.59194,62632.77472,39518.99708,48441.06743,48648.72391,38131.36722,22008.56769,12339.42253,36692.57882,24465.36495,17643.43735,10535.00739,43296.41427,36744.8348,,24082.67735,16579.48235,24194.10017,24117.19066,,25741.73916,,41551.21625,19974.82252,28839.3704,30131.10656,26217.33585,27242.55906,26543.59298,27781.90761
476.1695_1.86,11500.3756,21720.7451,,,,42958.20531,54647.79555,27844.08529,53217.51542,39940.32427,,20859.07737,17372.11952,10043.40738,15489.60834,53806.9218,33715.19094,37967.1948,36245.70008,55800.61608,25899.5846,42293.69104,37438.06488,73594.86703,52660.27311,31293.79997,26323.45772,26297.178,53340.85813,36786.95435,30336.82708,26797.07678,27041.08286,34168.05471,38421.88882,44746.57713
2501.5212_1.09,36702.76869,63278.67892,41354.69353,48646.23682,46906.20724,70879.4374,72079.20621,70409.14774,72301.06667,70891.68576,77445.48762,72342.77144,69232.48719,63002.07347,74525.4782,57928.89518,49506.59389,56189.90501,19461.20589,58797.11916,61988.22102,68322.52524,61769.47742,64661.21293,61000.06795,60944.02236,72184.42543,71957.93741,79628.32047,65808.2196,59776.47363,63521.03706,65407.22393,65858.84688,65700.20836,66047.68772
271.1797_2.86,205877.7298,351484.2857,191358.418,262621.5804,243333.3476,133716.9335,359538.3467,324669.0688,273094.2463,381453.0532,227448.6472,263876.5618,201966.9718,123435.8297,235904.3529,64089.38247,49747.68987,75224.68079,51779.17723,52754.2383,84176.92624,85357.35747,70491.25818,59674.36549,61278.20288,35248.00219,76060.3072,97966.15071,64140.18918,52432.34833,155720.5479,111044.5396,152858.1889,159773.3032,110970.584,112880.2709
440.1361_2.97,23376.7329,42523.87886,62445.98519,43559.65845,50937.16314,44645.48141,51522.93851,20863.67272,37395.88092,41249.34706,57566.46764,26417.97555,51818.71973,28389.78509,61309.403,91236.51822,69403.45113,44985.00732,39033.83473,42051.47759,52347.61306,63910.07091,56159.89322,60349.59597,50936.1699,41887.78658,41147.77044,92758.32794,53708.0077,51397.05065,66062.30509,39688.19701,41083.30744,42814.25752,45849.70398,43001.61625
619.2312_0.45,21747.34103,31826.81528,25765.8243,18415.00594,17076.66294,59511.04994,50400.11035,42648.16007,53045.31581,56397.30819,14764.355,13927.01791,9408.966092,12676.08282,15464.56704,17741.19507,11727.16328,7402.95883,12552.38901,40310.07359,16441.79313,20291.8649,15326.44207,14421.19127,11165.54713,,14085.25367,11145.26196,16512.3954,6859.580207,24569.8047,23657.77789,21893.36847,21354.13837,20837.43656,23233.90016
413.9754_0.72,,16902.01635,11748.90097,12833.38956,10777.73085,21438.79817,62353.17241,23299.82338,58276.46414,38390.50255,18993.08067,48480.51591,41618.05745,33439.54644,38797.09861,,10701.75256,,8573.901391,,27002.76836,51166.01401,27484.38445,37556.79982,31704.95807,21550.97791,25733.53591,40836.76771,63490.58588,43358.90949,23223.58964,24451.21086,28630.64182,32096.15194,33722.05073,35140.36764
558.2999_2.55,,,,,,24390.94401,24756.66377,,18116.72392,16696.41162,33630.91144,22012.47957,24278.99413,16171.3031,36042.14636,,,,,,,18510.94396,,27533.51375,29510.79248,30204.56449,42700.93232,38171.78409,61619.63903,35310.68698,16975.51407,16226.55627,17300.77961,17878.84762,20039.17085,22256.40353
839.4004_2.93,21392.57013,37005.196,29977.53839,30755.67019,26386.06696,44758.37467,42398.98523,20690.90094,47128.60224,46260.76278,62239.33756,42969.5191,43819.52455,32888.75585,38649.55127,26710.04111,31659.58428,22206.07742,21792.37081,35063.6616,40554.58304,30680.02219,39459.75975,38140.13838,46696.79407,27620.25544,40999.3654,40411.98906,81586.74503,46930.42389,42492.77961,40671.72823,38593.92552,35473.79952,38047.32912,37603.96663
260.1366_1.82,,,53382.98706,60262.03062,43375.86834,,50101.50346,52799.96398,,48135.16248,,32598.45874,20072.03335,,26591.70871,39882.1726,33490.07727,34330.83019,,39855.12121,44796.22055,39544.89658,,27788.202,,,,30618.46327,34893.98018,,39768.11838,36361.84527,32736.82163,36688.49698,36234.76918,35901.12356
556.3201_3.19,,17938.98158,,,,38598.3166,61821.96096,45875.23887,49617.71709,50242.91854,30801.28754,36492.23531,28047.45015,17314.16992,37489.98862,18340.2207,17408.24794,,,28143.30478,32118.88047,39751.95708,34283.67361,41486.53418,30628.02622,20540.94059,31490.0733,34001.48454,51373.34093,28511.83438,26676.04964,28063.78457,27568.66644,28941.40176,29374.67962,28832.40051
875.3995_0.7,40626.45123,51581.99575,52970.24212,44557.06835,30061.42415,64976.2531,79591.54323,37276.94542,78442.59121,59455.59521,71189.47929,37073.0401,34342.31489,49870.49801,41589.44114,15191.14784,16697.82207,18546.07453,,12639.12891,37457.33123,51743.15368,46893.99688,54675.3837,40816.12631,32351.0175,33293.23964,35386.61355,47344.448,23344.94815,38990.72606,36310.05739,40693.91872,39053.3015,39639.54928,39067.44727
607.1941_3.3,,9261.781885,23125.28813,21198.19701,12147.82458,12707.18297,17768.09682,,55508.93159,15291.24986,,18478.38058,17242.54312,,15952.97201,24699.76556,25171.2364,15172.23317,21318.74562,18051.4329,11096.15674,16977.57745,,,8572.334468,21247.0981,,32048.2665,19705.82907,9642.215495,10413.82976,10255.00402,12435.6979,12391.56087,14322.13459,12588.66941
317.1838_2.47,,60796.468,,40557.18256,44674.60144,52151.56633,48915.22251,42328.41557,56639.19323,50975.98546,38252.85287,40997.60172,39645.34364,27235.03777,53835.95305,41156.24726,34189.44609,40302.89241,40391.81361,47864.04819,,41154.06846,31761.28028,48248.47053,33209.40545,26426.26969,38331.77313,43318.37425,56275.27204,32656.26036,44079.83033,45290.5086,45691.77646,45670.27286,38219.62594,45353.01223
374.2153_1.81,17004.32761,24185.51033,7741.705648,9845.799825,13963.35581,39401.52624,55947.82909,25544.64307,48858.84275,58955.83142,34005.61628,33173.07615,32031.7198,18660.86848,36046.45327,21613.60448,9176.527856,14505.54186,9953.018917,36918.44453,24765.22139,22350.4737,14829.51738,23680.33284,12176.55394,20735.61293,18109.77851,22044.37639,24430.79985,21555.25281,23760.86089,26205.71767,24947.75535,25744.68752,26741.87553,25950.44399
644.1258_1.53,29655.79504,24320.7324,54618.86203,32885.47661,31168.21172,39819.8145,56243.76528,38774.46693,60559.73465,50264.79947,32470.99996,33647.63447,43566.47277,22776.55595,37964.00009,28870.78964,21902.07725,29511.44131,40205.58085,36941.49488,36308.03712,36601.32184,37861.78414,38017.12062,26611.35521,35360.06379,48343.11184,51705.65413,50889.06513,29310.2607,34008.02703,34440.5497,37458.0926,41030.08662,43110.42532,42245.80611
882.1228_0.48,30880.32419,51369.66782,,43475.33404,27170.01122,50260.17613,,,55351.19077,37831.57386,60243.50193,45953.11757,67579.65585,42212.43645,,69291.16483,59146.44979,60201.444,,,,67123.45056,59502.7883,73792.77589,70658.58506,,80808.74631,61415.66733,74614.31691,50855.21487,56295.22673,58039.1366,54972.53475,57425.91955,60863.25516,59413.22521
448.2163_1.73,22047.19335,38569.07739,28895.42812,29172.59218,26687.60664,50200.83666,56453.02709,44926.8178,55324.44794,51782.92678,44415.20189,32697.93944,33035.30405,26260.10754,37175.76545,34575.29701,27135.65866,29414.16824,23687.71408,33088.1469,40459.03989,42099.59401,32006.35494,34328.06717,30946.10752,22842.89234,32382.52973,29548.83457,43822.60248,26061.77751,32640.61537,33187.04692,35348.4813,36879.41454,40112.82181,37387.2396
741.1961_1.4,,40774.29352,,29271.28384,,38988.17403,50903.97907,43895.29601,47651.35204,45048.67278,62831.20283,38668.20443,55214.95333,,64996.15641,,45263.15417,34419.48003,,46437.22551,48206.31084,49290.11006,,57874.33881,48090.69791,,61337.2716,56221.55387,58127.64251,42753.69564,54886.38029,30497.00669,38565.8028,51514.86057,40790.99116,42295.70737
576.9686_0.92,22520.86495,39687.41328,39296.87338,54697.7292,54062.4011,21713.02036,33426.18626,21255.20076,50907.95527,33114.866,30049.64626,26694.00672,35889.47702,24495.25189,33160.78834,38278.69468,20730.37607,50998.20885,11199.93869,,29607.03078,28800.66971,27791.29635,37683.92947,33191.34731,32617.08367,56586.6709,36671.35298,56521.83586,52351.51745,25190.30568,25963.39025,30130.63168,34556.55227,36413.10826,41987.89751
1857.8021_4.03,21891.0309,29055.12638,19379.74339,23171.1018,25200.70692,44492.94729,53812.2828,40750.35449,63704.03875,44079.29072,58275.85991,56742.41661,48346.02774,32716.64277,49298.22995,35192.44131,22924.56363,30538.63495,,25592.52626,50245.98976,60761.64647,49363.41162,57458.24876,40844.03265,45462.06056,54778.17927,53279.89212,83465.36347,49733.10765,36954.29991,40661.2099,36674.05248,39265.22345,44925.24266,43601.97066
